product_id,name,category,image_url,shopee_url,tiktok_url,amazon_url,active,sort_order,shop_id,item_id,source_image_url,local_image
am_nu_1618799658_41631141769_001,Đầm Cô Gái Nóng Đầm Phong Cách Hàn Quốc Váy Kỳ Nghỉ Đầm Hông Mùa Hè Váy Ngắn Sang Trọng Đầm Dây Dài Đầm Lưng Đẹp Ôm Hơn Nhìn Đầm Hông Đầm Sang Trọng Đầm Sling Gợi Cảm Đầm Đầm Đầm Đầm Gợi Cảm Đầm Đầm Đầm Đầm Gợi Cảm,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_001_1618799658_41631141769.png,https://s.shopee.vn/9fIcN0Zqi6,,,True,1,1618799658,41631141769,https://down-vn.img.susercontent.com/file/sg-11134201-823qf-molzuf45jgn6e4,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/001_001_1618799658_41631141769_tach_nen_giu_body_tach_nen.png
am_nu_1618799644_52961041514_002,Đầm Dài Đầm Lưng Đẹp Tính Khí Đầm Dây Đầm Một Mảnh Đầm Hot Girl Váy Dài Hot Girl Đầm Kỳ Nghỉ Đầm Gợi Cảm Đầm Ôm Hơn Nhìn Đầm Gợi Cảm Đầm Rỗng Đầm hông Đầm Tính Khí Đầm Hông Đầm Hàn Quốc,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_002_1618799644_52961041514.png,https://s.shopee.vn/9pc2ZJZDN9,,,True,2,1618799644,52961041514,https://down-vn.img.susercontent.com/file/sg-11134201-823pc-mom05prs622q9e,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/002_002_1618799644_52961041514_tach_nen_giu_body_tach_nen.png
am_nu_1309722341_47011536645_003,Đầm Đi Biển Nữ Đầm Pháp Lưới Đầm Suspender Đầm Phong Cách Mới Đầm Hẹp Đầm Ôm Hơn Đầm Cao Cấp Đầm Phong Cách Cô Gái Nóng Đầm Đuôi Cá Đầm Sang Trọng Đầm Công Chúa Đầm Dài Đầm Bên Biển,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_003_1309722341_47011536645.png,https://s.shopee.vn/8fQ5BAdejw,,,True,3,1309722341,47011536645,https://down-vn.img.susercontent.com/file/sg-11134201-823qk-moz0xy6swjr5b6,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/003_003_1309722341_47011536645_tach_nen_giu_body_tach_nen.png
am_nu_1309722341_46011487495_004,Đầm Đi Biển Nữ Cao Cấp Đầm Mùa Hè Đầm Đẹp Nguyên Chất Desire Phong Cách Đầm Trắng Đầm Ren Đầm Đầm Đầm Tinh Tế Đầm Sang Trọng Đầm Độc Đáo Đầm Phù Hợp Đầm Dài Đầm Bên Biển,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_004_1309722341_46011487495.png,https://s.shopee.vn/8pjVNTd1Oz,,,True,4,1309722341,46011487495,https://down-vn.img.susercontent.com/file/sg-11134201-823qm-moxmn9hy1zi953,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/004_004_1309722341_46011487495_tach_nen_giu_body_tach_nen.png
am_nu_1618799644_48161054895_005,Đầm Kỳ Nghỉ Đầm Sang Trọng Đầm Cô Gái Nóng Váy Dài Đầm Sang Trọng Đầm Cô Gái Nóng Đầm Hông Đầm Đầm Gợi Cảm Dây Đầm Rỗng Đầm Hông Đầm Gợi Cảm Đầm Ôm Hơn Nhìn Đầm Lưng Đẹp,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_005_1618799644_48161054895.png,https://s.shopee.vn/902vZmcO42,,,True,5,1618799644,48161054895,https://down-vn.img.susercontent.com/file/sg-11134201-823qu-moie5jnaq1hp97,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/005_005_1618799644_48161054895_tach_nen_giu_body_tach_nen.png
am_nu_968008199_23933094286_006,đầm bigsize nữ đầm dự tiệc tết sang trọng cưới sang chảnh dáng dài trung niên trễ vai body xinh dễ thương đầm đen váy nữ đầm dự tiệc sang trọng đầm công sở đầm thiết kế đầm cổ vuông đầm dài qua gối đầm vintage đầm suông bigsize váy đi chơi,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_006_968008199_23933094286.png,https://s.shopee.vn/9AMLm5bkj5,,,True,6,968008199,23933094286,https://down-vn.img.susercontent.com/file/tw-11134201-23030-bbk42nompeova4,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/006_006_968008199_23933094286_tach_nen_giu_body_tach_nen.png
am_nu_85188539_1784300098_007,"Đầm uzzlang, đầm nữ, đầm dáng suông, đầm nữ uzzlang, đầm nữ dáng suông, đầm nữ uzzlang, đầm cao cấp, đầm Quảng Châu",am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_007_85188539_1784300098.png,https://s.shopee.vn/80AONwgC5s,,,True,7,85188539,1784300098,https://down-vn.img.susercontent.com/file/07668ac7e0b26fa4df1d03f8460cc389,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/007_007_85188539_1784300098_tach_nen_giu_body_tach_nen.png
am_nu_254775954_40080675769_008,"SaltGleam Đầm nữ, Đầm hè nữ, Đầm ôm sát ngắn nữ, Đầm hai dây nữ, Đầm họa tiết da báo và chữ cái nữ, Đầm",am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_008_254775954_40080675769.png,https://s.shopee.vn/8AToaFfYkv,,,True,8,254775954,40080675769,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mnx7o0jwvw1v1a,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/008_008_254775954_40080675769_tach_nen_giu_body_tach_nen.png
am_nu_154885502_47461283767_009,8659 Đầm Dài Tay Phù Hợp Với Cổ Đầm Đầm Đầm Hẹp Đầm Chia Đầm Gợi Cảm Chia Đầm Ngực Đầm Đi Làm Đáy Đầm Áo Sơ Mi Đầm,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_009_154885502_47461283767.png,https://s.shopee.vn/8KnEmYevPy,,,True,9,154885502,47461283767,https://down-vn.img.susercontent.com/file/sg-11134201-823ql-moo6ivoip53f08,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/009_009_154885502_47461283767_tach_nen_giu_body_tach_nen.png
am_nu_104782497_43428858262_010,CÉLICE~<55KG ĐẦM NÂU SZ SM Đầm ren nữ đầm màu nâu nơ đen đầm nơ đen nữ đầm đi tiệc đầm dáng xoè nữ váy nữ,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_010_104782497_43428858262.png,https://s.shopee.vn/8V6eyreI51,,,True,10,104782497,43428858262,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-ml3t66cmexoi0d,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_10_tach_rieng/am_nu/010_104782497_43428858262_tach_nen_giu_body_vat_the_01.png | /run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_10_tach_rieng/am_nu/010_104782497_43428858262_tach_nen_giu_body_vat_the_02.png
am_nu_1618799644_55611033824_011,Đầm Phong Cách Hàn Quốc Đầm Sang Trọng Cổ Một Dòng Váy Kỳ Nghỉ Đầm Sling Đầm Hông Đầm Cô Gái Nóng Váy Hông Đầm Gợi Cảm Đầm Dây Gợi Cảm Đầm Rỗng Đầm Đẹp Lưng Ngắn Mùa Hè Đầm Ôm Hơn Nhìn Đầm Sang Trọng,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_011_1618799644_55611033824.png,https://s.shopee.vn/7KuhaiijRo,,,True,11,1618799644,55611033824,https://down-vn.img.susercontent.com/file/sg-11134201-823pr-molzuffr9slr0f,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/011_011_1618799644_55611033824_tach_nen.png
am_nu_1309722341_47610103908_012,Đầm Cho Bé Trà Đầm Pháp Đầm Cổ Vuông Đầm Phong Cách Nhẹ Nhàng Đầm Tay Phồng Đầm Hoa Đầm Nữ Đầm Mùa Hè Đầm Nhỏ Đầm Ngọt Ngào Đầm Giảm Tuổi Đầm Búp Bê,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_012_1309722341_47610103908.png,https://s.shopee.vn/7VE7n1i66r,,,True,12,1309722341,47610103908,https://down-vn.img.susercontent.com/file/sg-11134201-820lg-mnxyovo4h3ib7b,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/012_012_1309722341_47610103908_tach_nen.png
am_nu_1309722341_56802754250_013,Đầm phong cách Hàn Quốc Đầm sang trọng Đầm hẹp xếp ly Đầm dáng ôm hơn Đầm dáng rộng cao Đầm mỏng Đầm dài tay Đầm mỏng Đầm mảnh Đầm gầy Đầm ngắn Váy ngắn đáy Đầm Hip-Packed,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_013_1309722341_56802754250.png,https://s.shopee.vn/7fXXzKhSlu,,,True,13,1309722341,56802754250,https://down-vn.img.susercontent.com/file/sg-11134201-822x7-mhzwmypy1eyo50,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/013_013_1309722341_56802754250_tach_nen.png
am_nu_1618799644_54811046082_014,Đầm Rỗng Đầm Hot Girl Váy Dài Suspender Đầm Ngắn Mùa Hè Gợi Cảm Suspender Đầm Dây Dài Đầm Hông Ôm Hơn Nhìn Đầm Tính Khí Đầm Cô Gái Nóng Đầm Lưng Đẹp Đầm Hông Đầm Gợi Cảm Tính Khí Đầm,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_014_1618799644_54811046082.png,https://s.shopee.vn/7pqyBdgpQx,,,True,14,1618799644,54811046082,https://down-vn.img.susercontent.com/file/sg-11134201-823p9-mom05ptg98n604,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/014_014_1618799644_54811046082_tach_nen.png
am_nu_958312432_52502119835_015,đầm hoa đầm đi biển đầm nữ đầm hồng đầm body đầm xinh nhẹ nhàng đầm dạo phố đầm hở lưng đầm dây,am_nu,https://raw.githubusercontent.com/xuanmanh739512345/wardrobe-products/main/images/am_nu/am_nu_015_958312432_52502119835.png,https://s.shopee.vn/6ff0nUlGnk,,,True,15,958312432,52502119835,https://down-vn.img.susercontent.com/file/sg-11134201-8225z-mhipxs9ba9zc34,/run/media/manh/PJ/DU AN/ANDOID THAY QUAN AO Vr2/AFFFLIATE/images_tach_nen_giu_body_all/am_nu/015_015_958312432_52502119835_tach_nen.png
